facts_id|order_id|freight|order_date|unit_price|quantity|discount|amount|product_id|supplier_id|category_id|employee_id|customer_id|type_sales|discount_percentage|profit|profit_margin
32|10258|140.51|1996-07-17 00:00:00|25.6|6|30.720000457763675|153.60000228881836|32|14|4|1|ERNSH|high sales|20.0|13.090002288818368|8.522136779793058
33|10259|3.25|1996-07-18 00:00:00|8.0|10|0.0|80.0|21|8|3|4|CENTC|low sales|0.0|76.75|95.9375
34|10259|3.25|1996-07-18 00:00:00|20.8|1|0.0|20.799999237060547|37|17|8|4|CENTC|low sales|0.0|17.549999237060547|84.37499942687839
35|10260|55.09|1996-07-19 00:00:00|7.7|16|30.79999923706055|123.1999969482422|41|19|8|4|OTTIK|high sales|25.0|68.1099969482422|55.28408980144377
36|10260|55.09|1996-07-19 00:00:00|15.6|50|0.0|780.0000190734863|57|26|5|4|OTTIK|high sales|0.0|724.9100190734863|92.93717965988796
37|10260|55.09|1996-07-19 00:00:00|39.4|15|147.7500057220459|591.0000228881836|62|29|3|4|OTTIK|high sales|25.0|535.9100228881836|90.67851135930954
38|10260|55.09|1996-07-19 00:00:00|12.0|21|63.0|252.0|70|7|1|4|OTTIK|high sales|25.0|196.91|78.13888888888889
39|10261|3.05|1996-07-19 00:00:00|8.0|20|0.0|160.0|21|8|3|4|QUEDE|high sales|0.0|156.95|98.09374999999999
40|10261|3.05|1996-07-19 00:00:00|14.4|20|0.0|287.99999237060547|35|16|1|4|QUEDE|high sales|0.0|284.94999237060546|98.94097219416757
41|10262|48.29|1996-07-22 00:00:00|17.0|12|40.800000000000004|204.0|5|2|2|8|RATTC|high sales|20.0|155.71|76.32843137254902
42|10262|48.29|1996-07-22 00:00:00|24.0|15|0.0|360.0|7|3|7|8|RATTC|high sales|0.0|311.71|86.58611111111111
43|10262|48.29|1996-07-22 00:00:00|30.4|2|0.0|60.79999923706055|56|26|5|8|RATTC|low sales|0.0|12.509999237060548|20.575656898092685
44|10263|146.06|1996-07-23 00:00:00|13.9|60|208.4999942779541|833.9999771118164|16|7|3|9|ERNSH|high sales|25.0|687.9399771118165|82.48681007092914
45|10263|146.06|1996-07-23 00:00:00|3.6|28|0.0|100.79999732971191|24|10|1|9|ERNSH|high sales|0.0|-45.26000267028809|-44.900797489353906
46|10263|146.06|1996-07-23 00:00:00|20.7|60|310.5000114440918|1242.0000457763672|30|13|8|9|ERNSH|high sales|25.0|1095.9400457763672|88.2399360212021
47|10263|146.06|1996-07-23 00:00:00|8.0|36|72.0|288.0|74|4|7|9|ERNSH|high sales|25.0|141.94|49.28472222222222
48|10264|3.67|1996-07-24 00:00:00|15.2|35|0.0|531.9999933242798|2|1|1|6|FOLKO|high sales|0.0|528.3299933242798|99.31015036728338
49|10264|3.67|1996-07-24 00:00:00|7.7|25|28.874999284744256|192.4999952316284|41|19|8|6|FOLKO|high sales|15.0|188.8299952316284|98.0935064462812
50|10265|55.28|1996-07-25 00:00:00|31.2|30|0.0|936.0000228881836|17|7|6|2|BLONP|high sales|0.0|880.7200228881836|94.0940172384372
51|10265|55.28|1996-07-25 00:00:00|12.0|20|0.0|240.0|70|7|1|2|BLONP|high sales|0.0|184.72|76.96666666666665
52|10266|25.73|1996-07-26 00:00:00|30.4|12|18.239999771118164|364.7999954223633|12|5|4|3|WARTH|high sales|5.0|339.06999542236326|92.94682008693285
53|10267|208.58|1996-07-29 00:00:00|14.7|50|0.0|734.9999904632568|40|19|8|4|FRANK|high sales|0.0|526.4199904632568|71.62176833927087
54|10267|208.58|1996-07-29 00:00:00|44.0|70|462.0|3080.0|59|28|4|4|FRANK|high sales|15.0|2871.42|93.22792207792207
55|10267|208.58|1996-07-29 00:00:00|14.4|15|32.399999141693115|215.9999942779541|76|23|1|4|FRANK|high sales|15.0|7.419994277954089|3.4351826270911183
56|10268|66.29|1996-07-30 00:00:00|99.0|10|0.0|990.0|29|12|6|8|GROSR|high sales|0.0|923.71|93.3040404040404
57|10268|66.29|1996-07-30 00:00:00|27.8|4|0.0|111.1999969482422|72|14|4|8|GROSR|high sales|0.0|44.909996948242195|40.386689011462344
58|10269|4.56|1996-07-31 00:00:00|2.0|60|6.0|120.0|33|15|4|5|WHITC|high sales|5.0|115.44|96.2
59|10269|4.56|1996-07-31 00:00:00|27.8|20|27.799999237060547|555.9999847412109|72|14|4|5|WHITC|high sales|5.0|551.439984741211|99.1798560926
60|10270|136.54|1996-08-01 00:00:00|15.2|30|0.0|455.9999942779541|36|17|8|1|WARTH|high sales|0.0|319.45999427795414|70.05701716812473
61|10270|136.54|1996-08-01 00:00:00|36.8|25|0.0|919.9999809265136|43|20|1|1|WARTH|high sales|0.0|783.4599809265136|85.15869534448323
62|10271|4.54|1996-08-01 00:00:00|2.0|24|0.0|48.0|33|15|4|6|SPLIR|low sales|0.0|43.46|90.54166666666667
63|10272|98.03|1996-08-02 00:00:00|64.8|6|0.0|388.8000183105469|20|8|3|6|RATTC|high sales|0.0|290.7700183105469|74.78652382117423
64|10272|98.03|1996-08-02 00:00:00|10.0|40|0.0|400.0|31|14|4|6|RATTC|high sales|0.0|301.97|75.4925
65|10272|98.03|1996-08-02 00:00:00|27.8|24|0.0|667.1999816894531|72|14|4|6|RATTC|high sales|0.0|569.1699816894532|85.30725379341695
66|10273|76.07|1996-08-05 00:00:00|24.8|24|29.759999084472657|595.1999816894531|10|4|8|3|QUICK|high sales|5.0|519.1299816894532|87.21942164983304
67|10273|76.07|1996-08-05 00:00:00|10.0|15|7.5|150.0|31|14|4|3|QUICK|high sales|5.0|73.93|49.286666666666676
68|10273|76.07|1996-08-05 00:00:00|2.0|20|0.0|40.0|33|15|4|3|QUICK|low sales|0.0|-36.06999999999999|-90.17499999999998
69|10273|76.07|1996-08-05 00:00:00|14.7|60|44.09999942779541|881.9999885559082|40|19|8|3|QUICK|high sales|5.0|805.9299885559083|91.37528333480493
70|10273|76.07|1996-08-05 00:00:00|14.4|33|23.759999370574953|475.199987411499|76|23|1|3|QUICK|high sales|5.0|399.12998741149903|83.99200294293627
71|10274|6.01|1996-08-06 00:00:00|17.2|20|0.0|344.00001525878906|71|15|4|6|VINET|high sales|0.0|337.9900152587891|98.25290705423988
72|10274|6.01|1996-08-06 00:00:00|27.8|7|0.0|194.59999465942383|72|14|4|6|VINET|high sales|0.0|188.58999465942384|96.91161348153257
73|10275|26.93|1996-08-07 00:00:00|3.6|12|2.159999942779541|43.19999885559082|24|10|1|1|MAGAA|low sales|5.0|16.26999885559082|37.662035385644934
74|10275|26.93|1996-08-07 00:00:00|44.0|6|13.200000000000001|264.0|59|28|4|1|MAGAA|high sales|5.0|237.07|89.79924242424242
75|10276|13.84|1996-08-08 00:00:00|24.8|15|0.0|371.9999885559082|10|4|8|8|TORTU|high sales|0.0|358.1599885559082|96.27956977801897
76|10276|13.84|1996-08-08 00:00:00|4.8|10|0.0|48.00000190734863|13|6|8|8|TORTU|low sales|0.0|34.16000190734863|71.16666781240035
77|10277|125.77|1996-08-09 00:00:00|36.4|20|0.0|728.0000305175781|28|12|7|2|MORGK|high sales|0.0|602.2300305175781|82.72390182311082
78|10277|125.77|1996-08-09 00:00:00|39.4|12|0.0|472.8000183105469|62|29|3|2|MORGK|high sales|0.0|347.0300183105469|73.3989011994092
79|10278|92.69|1996-08-12 00:00:00|15.5|16|0.0|248.0|44|20|2|8|BERGS|high sales|0.0|155.31|62.625
80|10278|92.69|1996-08-12 00:00:00|44.0|15|0.0|660.0|59|28|4|8|BERGS|high sales|0.0|567.31|85.9560606060606
81|10278|92.69|1996-08-12 00:00:00|35.1|8|0.0|280.79998779296875|63|7|2|8|BERGS|high sales|0.0|188.10998779296875|66.99073930575116
82|10278|92.69|1996-08-12 00:00:00|12.0|25|0.0|300.0|73|17|8|8|BERGS|high sales|0.0|207.31|69.10333333333334
83|10279|25.83|1996-08-13 00:00:00|31.2|15|117.00000286102295|468.0000114440918|17|7|6|8|LEHMS|high sales|25.0|442.1700114440918|94.48076936573202
84|10280|8.98|1996-08-14 00:00:00|3.6|12|0.0|43.19999885559082|24|10|1|2|BERGS|low sales|0.0|34.219998855590816|79.21296241229452
85|10280|8.98|1996-08-14 00:00:00|19.2|20|0.0|384.00001525878906|55|25|6|2|BERGS|high sales|0.0|375.02001525878904|97.66145842625862
86|10280|8.98|1996-08-14 00:00:00|6.2|30|0.0|185.9999942779541|75|12|1|2|BERGS|high sales|0.0|177.0199942779541|95.17204286222693
87|10281|2.94|1996-08-14 00:00:00|7.3|1|0.0|7.300000190734863|19|8|3|4|ROMEY|low sales|0.0|4.360000190734864|59.72602844954117
88|10281|2.94|1996-08-14 00:00:00|3.6|6|0.0|21.59999942779541|24|10|1|4|ROMEY|low sales|0.0|18.65999942779541|86.38888852831757
89|10281|2.94|1996-08-14 00:00:00|14.4|4|0.0|57.59999847412109|35|16|1|4|ROMEY|low sales|0.0|54.65999847412109|94.89583319811909
90|10282|12.69|1996-08-15 00:00:00|20.7|6|0.0|124.20000457763672|30|13|8|4|ROMEY|high sales|0.0|111.51000457763672|89.78260907223434
91|10282|12.69|1996-08-15 00:00:00|15.6|2|0.0|31.200000762939453|57|26|5|4|ROMEY|low sales|0.0|18.510000762939455|59.32692407150944
92|10283|84.81|1996-08-16 00:00:00|12.4|20|0.0|247.99999237060547|15|6|2|3|LILAS|high sales|0.0|163.18999237060547|65.80241830279499
93|10283|84.81|1996-08-16 00:00:00|7.3|18|0.0|131.40000343322754|19|8|3|3|LILAS|high sales|0.0|46.59000343322754|35.45662269095967
94|10283|84.81|1996-08-16 00:00:00|27.2|35|0.0|952.0000267028807|60|28|4|3|LILAS|high sales|0.0|867.1900267028807|91.09138680450172
95|10283|84.81|1996-08-16 00:00:00|27.8|3|0.0|83.39999771118164|72|14|4|3|LILAS|low sales|0.0|-1.4100022888183616|-1.6906502727988917
96|10284|76.56|1996-08-19 00:00:00|35.1|15|131.6249942779541|526.4999771118164|27|11|3|4|LEHMS|high sales|25.0|449.9399771118164|85.45868882654473
97|10284|76.56|1996-08-19 00:00:00|15.5|21|0.0|325.5|44|20|2|4|LEHMS|high sales|0.0|248.94|76.47926267281106
98|10284|76.56|1996-08-19 00:00:00|27.2|20|136.00000381469727|544.0000152587891|60|28|4|4|LEHMS|high sales|25.0|467.44001525878906|85.92647098298714
99|10284|76.56|1996-08-19 00:00:00|11.2|5|13.99999976158142|55.99999904632568|67|16|1|4|LEHMS|low sales|25.0|-20.560000953674326|-36.71428804251619
100|10285|76.83|1996-08-20 00:00:00|14.4|45|129.59999656677246|647.9999828338623|1|8|1|1|QUICK|high sales|20.0|571.1699828338623|88.143518204429
101|10285|76.83|1996-08-20 00:00:00|14.7|40|117.5999984741211|587.9999923706055|40|19|8|1|QUICK|high sales|20.0|511.1699923706055|86.93367329985007
102|10285|76.83|1996-08-20 00:00:00|26.2|36|188.6400054931641|943.2000274658204|53|24|6|1|QUICK|high sales|20.0|866.3700274658204|91.85432593694615
103|10286|229.24|1996-08-21 00:00:00|14.4|100|0.0|1439.9999618530271|35|16|1|8|QUICK|high sales|0.0|1210.759961853027|84.08055513383428
104|10286|229.24|1996-08-21 00:00:00|39.4|40|0.0|1576.0000610351562|62|29|3|8|QUICK|high sales|0.0|1346.7600610351562|85.45431528413587
105|10287|12.76|1996-08-22 00:00:00|13.9|40|83.39999771118164|555.9999847412109|16|7|3|8|RICAR|high sales|15.0|543.239984741211|97.70503590824033
106|10287|12.76|1996-08-22 00:00:00|11.2|20|0.0|223.99999618530276|34|16|1|8|RICAR|high sales|0.0|211.23999618530277|94.30357133156183
107|10287|12.76|1996-08-22 00:00:00|9.6|15|21.600000858306885|144.0000057220459|46|21|8|8|RICAR|high sales|15.0|131.2400057220459|91.1388892409978
108|10288|7.45|1996-08-23 00:00:00|5.9|10|5.9000000953674325|59.00000095367432|54|25|6|4|REGGC|low sales|10.0|51.55000095367432|87.37288156003659
109|10288|7.45|1996-08-23 00:00:00|10.0|3|3.0|30.0|68|8|3|4|REGGC|low sales|10.0|22.55|75.16666666666667
110|10289|22.77|1996-08-26 00:00:00|8.0|30|0.0|240.0|3|1|2|7|BSBEV|high sales|0.0|217.23|90.51249999999999
111|10289|22.77|1996-08-26 00:00:00|26.6|9|0.0|239.40000343322757|64|12|5|7|BSBEV|high sales|0.0|216.63000343322756|90.4887219409122
112|10290|79.7|1996-08-27 00:00:00|17.0|20|0.0|340.0|5|2|2|8|COMMI|high sales|0.0|260.3|76.55882352941177
113|10290|79.7|1996-08-27 00:00:00|99.0|15|0.0|1485.0|29|12|6|8|COMMI|high sales|0.0|1405.3|94.63299663299664
114|10290|79.7|1996-08-27 00:00:00|16.0|15|0.0|240.0|49|23|3|8|COMMI|high sales|0.0|160.3|66.79166666666667
115|10290|79.7|1996-08-27 00:00:00|10.4|10|0.0|103.99999618530272|77|12|2|8|COMMI|high sales|0.0|24.299996185302717|23.365381804443558
116|10291|6.4|1996-08-27 00:00:00|4.8|20|9.600000381469728|96.00000381469728|13|6|8|6|QUEDE|low sales|10.0|89.60000381469727|93.33333359824285
117|10291|6.4|1996-08-27 00:00:00|15.5|24|37.2|372.0|44|20|2|6|QUEDE|high sales|10.0|365.6|98.27956989247313
118|10291|6.4|1996-08-27 00:00:00|42.4|2|8.480000305175782|84.80000305175781|51|24|7|6|QUEDE|low sales|10.0|78.4000030517578|92.45283046028459
119|10292|1.35|1996-08-28 00:00:00|64.8|20|0.0|1296.0000610351562|20|8|3|1|TRADH|high sales|0.0|1294.6500610351563|99.89583333823907
120|10293|21.18|1996-08-29 00:00:00|50.0|12|0.0|600.0|18|7|8|1|TORTU|high sales|0.0|578.82|96.47000000000001
121|10293|21.18|1996-08-29 00:00:00|3.6|10|0.0|35.999999046325684|24|10|1|1|TORTU|low sales|0.0|14.819999046325684|41.166665108115545
122|10293|21.18|1996-08-29 00:00:00|35.1|5|0.0|175.49999237060547|63|7|2|1|TORTU|high sales|0.0|154.31999237060546|87.93162340698343
123|10293|21.18|1996-08-29 00:00:00|6.2|6|0.0|37.19999885559082|75|12|1|1|TORTU|low sales|0.0|16.01999885559082|43.06451437748676
124|10294|147.26|1996-08-30 00:00:00|14.4|18|0.0|259.1999931335449|1|8|1|4|RATTC|high sales|0.0|111.93999313354493|43.18672689002397
125|10294|147.26|1996-08-30 00:00:00|31.2|15|0.0|468.0000114440918|17|7|6|4|RATTC|high sales|0.0|320.7400114440918|68.53418880362742
126|10294|147.26|1996-08-30 00:00:00|36.8|15|0.0|551.9999885559082|43|20|1|4|RATTC|high sales|0.0|404.7399885559082|73.32246321503591
127|10294|147.26|1996-08-30 00:00:00|27.2|21|0.0|571.2000160217285|60|28|4|4|RATTC|high sales|0.0|423.9400160217285|74.21918839820232
128|10294|147.26|1996-08-30 00:00:00|6.2|6|0.0|37.19999885559082|75|12|1|4|RATTC|low sales|0.0|-110.06000114440917|-295.8602272318838
129|10295|1.15|1996-09-02 00:00:00|30.4|4|0.0|121.5999984741211|56|26|5|2|VINET|high sales|0.0|120.44999847412109|99.0542763039222
130|10296|0.12|1996-09-03 00:00:00|16.8|12|0.0|201.59999084472656|11|5|4|6|LILAS|high sales|0.0|201.47999084472656|99.94047618777303
131|10296|0.12|1996-09-03 00:00:00|13.9|30|0.0|416.9999885559082|16|7|3|6|LILAS|high sales|0.0|416.8799885559082|99.97122302079298
132|10296|0.12|1996-09-03 00:00:00|28.8|15|0.0|431.9999885559082|69|15|4|6|LILAS|high sales|0.0|431.8799885559082|99.97222222148636
133|10297|5.74|1996-09-04 00:00:00|14.4|60|0.0|863.9999771118164|39|18|1|5|BLONP|high sales|0.0|858.2599771118164|99.33564813054883
134|10297|5.74|1996-09-04 00:00:00|27.8|20|0.0|555.9999847412109|72|14|4|5|BLONP|high sales|0.0|550.2599847412109|98.96762587094824
135|10298|168.22|1996-09-05 00:00:00|15.2|40|0.0|607.9999923706055|2|1|1|6|HUNGO|high sales|0.0|439.77999237060544|72.33223649492058
136|10298|168.22|1996-09-05 00:00:00|15.2|40|151.99999809265137|607.9999923706055|36|17|8|6|HUNGO|high sales|25.0|439.77999237060544|72.33223649492058
137|10298|168.22|1996-09-05 00:00:00|44.0|30|330.0|1320.0|59|28|4|6|HUNGO|high sales|25.0|1151.78|87.2560606060606
138|10298|168.22|1996-09-05 00:00:00|39.4|15|0.0|591.0000228881836|62|29|3|6|HUNGO|high sales|0.0|422.78002288818357|71.53638012094848
139|10299|29.76|1996-09-06 00:00:00|7.3|15|0.0|109.50000286102296|19|8|3|4|RICAR|high sales|0.0|79.74000286102296|72.82191851832982
140|10299|29.76|1996-09-06 00:00:00|12.0|20|0.0|240.0|70|7|1|4|RICAR|high sales|0.0|210.24|87.6
141|10300|17.68|1996-09-09 00:00:00|13.6|30|0.0|408.0000114440918|66|2|2|2|MAGAA|high sales|0.0|390.3200114440918|95.66666678821338
142|10300|17.68|1996-09-09 00:00:00|10.0|20|0.0|200.0|68|8|3|2|MAGAA|high sales|0.0|182.32|91.16
143|10301|45.08|1996-09-09 00:00:00|14.7|10|0.0|146.99999809265137|40|19|8|8|WANDK|high sales|0.0|101.91999809265137|69.3333329354284
144|10301|45.08|1996-09-09 00:00:00|30.4|20|0.0|607.9999923706055|56|26|5|8|WANDK|high sales|0.0|562.9199923706054|92.58552622275008
145|10302|6.27|1996-09-10 00:00:00|31.2|40|0.0|1248.000030517578|17|7|6|4|SUPRD|high sales|0.0|1241.730030517578|99.49759616613153
146|10302|6.27|1996-09-10 00:00:00|36.4|28|0.0|1019.2000427246094|28|12|7|4|SUPRD|high sales|0.0|1012.9300427246094|99.38481164274302
147|10302|6.27|1996-09-10 00:00:00|36.8|12|0.0|441.59999084472656|43|20|1|4|SUPRD|high sales|0.0|435.3299908447266|98.58016301404213
148|10303|107.83|1996-09-11 00:00:00|14.7|40|58.79999923706055|587.9999923706055|40|19|8|7|GODOS|high sales|10.0|480.1699923706055|81.6615643879062
149|10303|107.83|1996-09-11 00:00:00|16.8|30|50.39999771118164|503.9999771118164|65|2|2|7|GODOS|high sales|10.0|396.1699771118164|78.60515775855342
150|10303|107.83|1996-09-11 00:00:00|10.0|15|15.0|150.0|68|8|3|7|GODOS|high sales|10.0|42.17|28.113333333333333
151|10304|63.79|1996-09-12 00:00:00|16.0|30|0.0|480.0|49|23|3|1|TORTU|high sales|0.0|416.21|86.71041666666667
152|10304|63.79|1996-09-12 00:00:00|44.0|10|0.0|440.0|59|28|4|1|TORTU|high sales|0.0|376.21|85.50227272727273
153|10304|63.79|1996-09-12 00:00:00|17.2|2|0.0|34.400001525878906|71|15|4|1|TORTU|low sales|0.0|-29.389998474121093|-85.43603828625176
154|10305|257.62|1996-09-13 00:00:00|50.0|25|125.0|1250.0|18|7|8|8|OLDWO|high sales|10.0|992.38|79.3904
155|10305|257.62|1996-09-13 00:00:00|99.0|25|247.5|2475.0|29|12|6|8|OLDWO|high sales|10.0|2217.38|89.5911111111111
156|10305|257.62|1996-09-13 00:00:00|14.4|30|43.19999885559082|431.9999885559082|39|18|1|8|OLDWO|high sales|10.0|174.3799885559082|40.365739160972325
157|10306|7.56|1996-09-16 00:00:00|20.7|10|0.0|207.00000762939453|30|13|8|1|ROMEY|high sales|0.0|199.44000762939453|96.34782622156462
158|10306|7.56|1996-09-16 00:00:00|26.2|10|0.0|262.00000762939453|53|24|6|1|ROMEY|high sales|0.0|254.44000762939453|97.11450390081905
159|10306|7.56|1996-09-16 00:00:00|5.9|5|0.0|29.50000047683716|54|25|6|1|ROMEY|low sales|0.0|21.940000476837163|74.37288177016822
160|10307|0.56|1996-09-17 00:00:00|39.4|10|0.0|394.00001525878906|62|29|3|2|LONEP|high sales|0.0|393.44001525878906|99.85786802580904
161|10307|0.56|1996-09-17 00:00:00|10.0|3|0.0|30.0|68|8|3|2|LONEP|low sales|0.0|29.44|98.13333333333334
162|10308|1.61|1996-09-18 00:00:00|28.8|1|0.0|28.799999237060547|69|15|4|7|ANATR|low sales|0.0|27.189999237060547|94.40972207413043
163|10308|1.61|1996-09-18 00:00:00|12.0|5|0.0|60.0|70|7|1|7|ANATR|low sales|0.0|58.39|97.31666666666666
164|10309|47.3|1996-09-19 00:00:00|17.6|20|0.0|352.00000762939453|4|2|2|3|HUNGO|high sales|0.0|304.7000076293945|86.56250029124996
165|10309|47.3|1996-09-19 00:00:00|20.0|30|0.0|600.0|6|3|2|3|HUNGO|high sales|0.0|552.7|92.11666666666667
166|10309|47.3|1996-09-19 00:00:00|11.2|2|0.0|22.399999618530277|42|20|5|3|HUNGO|low sales|0.0|-24.90000038146972|-111.16071788175984
167|10309|47.3|1996-09-19 00:00:00|36.8|20|0.0|735.9999847412109|43|20|1|3|HUNGO|high sales|0.0|688.699984741211|93.57336943198017
168|10309|47.3|1996-09-19 00:00:00|17.2|3|0.0|51.60000228881836|71|15|4|3|HUNGO|low sales|0.0|4.300002288818362|8.333337399386446
169|10310|17.52|1996-09-20 00:00:00|13.9|10|0.0|138.9999961853027|16|7|3|8|THEBI|high sales|0.0|121.47999618530271|87.39568310732624
170|10310|17.52|1996-09-20 00:00:00|39.4|5|0.0|197.00000762939453|62|29|3|8|THEBI|high sales|0.0|179.48000762939452|91.10659932919421
171|10311|24.69|1996-09-20 00:00:00|11.2|6|0.0|67.19999885559082|42|20|5|1|DUMON|low sales|0.0|42.50999885559082|63.25892794573185
172|10311|24.69|1996-09-20 00:00:00|28.8|7|0.0|201.59999465942383|69|15|4|1|DUMON|high sales|0.0|176.90999465942383|87.75297586604086
173|10312|40.26|1996-09-23 00:00:00|36.4|4|0.0|145.60000610351562|28|12|7|2|WANDK|high sales|0.0|105.34000610351563|72.34890225802822
174|10312|40.26|1996-09-23 00:00:00|36.8|24|0.0|883.1999816894531|43|20|1|2|WANDK|high sales|0.0|842.9399816894531|95.44157599245105
175|10312|40.26|1996-09-23 00:00:00|26.2|20|0.0|524.0000152587891|53|24|6|2|WANDK|high sales|0.0|483.7400152587891|92.3167941168634
176|10312|40.26|1996-09-23 00:00:00|6.2|10|0.0|61.99999809265137|75|12|1|2|WANDK|low sales|0.0|21.73999809265137|35.06451413137726
177|10313|1.96|1996-09-24 00:00:00|15.2|12|0.0|182.39999771118164|36|17|8|2|QUICK|high sales|0.0|180.43999771118163|98.92543858300725
178|10314|74.16|1996-09-25 00:00:00|25.6|40|102.4000015258789|1024.000015258789|32|14|4|1|RATTC|high sales|10.0|949.8400152587891|92.757812607917
179|10314|74.16|1996-09-25 00:00:00|10.6|30|31.80000114440918|318.0000114440918|58|27|8|1|RATTC|high sales|10.0|243.8400114440918|76.6792461222794
180|10314|74.16|1996-09-25 00:00:00|39.4|25|98.50000381469728|985.0000381469728|62|29|3|1|RATTC|high sales|10.0|910.8400381469728|92.47106628142745
181|10315|41.76|1996-09-26 00:00:00|11.2|14|0.0|156.7999973297119|34|16|1|4|ISLAT|high sales|0.0|115.03999732971192|73.36734648522413
