"facts_id","order_id","freight","order_date","unit_price","quantity","discount","amount","product_id","supplier_id","category_id","employee_id","customer_id"
"32",10258,"140.51000000","1996-07-17 00:00:00","25.60000000",6,"0.20000000","153.60000228881836",32,14,4,1,"ERNSH"
"33",10259,"3.25000000","1996-07-18 00:00:00","8.00000000",10,"0.00000000","80",21,8,3,4,"CENTC"
"34",10259,"3.25000000","1996-07-18 00:00:00","20.80000000",1,"0.00000000","20.799999237060547",37,17,8,4,"CENTC"
"35",10260,"55.09000000","1996-07-19 00:00:00","7.70000000",16,"0.25000000","123.19999694824219",41,19,8,4,"OTTIK"
"36",10260,"55.09000000","1996-07-19 00:00:00","15.60000000",50,"0.00000000","780.0000190734863",57,26,5,4,"OTTIK"
"37",10260,"55.09000000","1996-07-19 00:00:00","39.40000000",15,"0.25000000","591.0000228881836",62,29,3,4,"OTTIK"
"38",10260,"55.09000000","1996-07-19 00:00:00","12.00000000",21,"0.25000000","252",70,7,1,4,"OTTIK"
"39",10261,"3.05000000","1996-07-19 00:00:00","8.00000000",20,"0.00000000","160",21,8,3,4,"QUEDE"
"40",10261,"3.05000000","1996-07-19 00:00:00","14.40000000",20,"0.00000000","287.99999237060547",35,16,1,4,"QUEDE"
"41",10262,"48.29000000","1996-07-22 00:00:00","17.00000000",12,"0.20000000","204",5,2,2,8,"RATTC"
"42",10262,"48.29000000","1996-07-22 00:00:00","24.00000000",15,"0.00000000","360",7,3,7,8,"RATTC"
"43",10262,"48.29000000","1996-07-22 00:00:00","30.40000000",2,"0.00000000","60.79999923706055",56,26,5,8,"RATTC"
"44",10263,"146.06000000","1996-07-23 00:00:00","13.90000000",60,"0.25000000","833.9999771118164",16,7,3,9,"ERNSH"
"45",10263,"146.06000000","1996-07-23 00:00:00","3.60000000",28,"0.00000000","100.79999732971191",24,10,1,9,"ERNSH"
"46",10263,"146.06000000","1996-07-23 00:00:00","20.70000000",60,"0.25000000","1242.0000457763672",30,13,8,9,"ERNSH"
"47",10263,"146.06000000","1996-07-23 00:00:00","8.00000000",36,"0.25000000","288",74,4,7,9,"ERNSH"
"48",10264,"3.67000000","1996-07-24 00:00:00","15.20000000",35,"0.00000000","531.9999933242798",2,1,1,6,"FOLKO"
"49",10264,"3.67000000","1996-07-24 00:00:00","7.70000000",25,"0.15000000","192.49999523162842",41,19,8,6,"FOLKO"
"50",10265,"55.28000000","1996-07-25 00:00:00","31.20000000",30,"0.00000000","936.0000228881836",17,7,6,2,"BLONP"
"51",10265,"55.28000000","1996-07-25 00:00:00","12.00000000",20,"0.00000000","240",70,7,1,2,"BLONP"
"52",10266,"25.73000000","1996-07-26 00:00:00","30.40000000",12,"0.05000000","364.7999954223633",12,5,4,3,"WARTH"
"53",10267,"208.58000000","1996-07-29 00:00:00","14.70000000",50,"0.00000000","734.9999904632568",40,19,8,4,"FRANK"
"54",10267,"208.58000000","1996-07-29 00:00:00","44.00000000",70,"0.15000000","3080",59,28,4,4,"FRANK"
"55",10267,"208.58000000","1996-07-29 00:00:00","14.40000000",15,"0.15000000","215.9999942779541",76,23,1,4,"FRANK"
"56",10268,"66.29000000","1996-07-30 00:00:00","99.00000000",10,"0.00000000","990",29,12,6,8,"GROSR"
"57",10268,"66.29000000","1996-07-30 00:00:00","27.80000000",4,"0.00000000","111.19999694824219",72,14,4,8,"GROSR"
"58",10269,"4.56000000","1996-07-31 00:00:00","2.00000000",60,"0.05000000","120",33,15,4,5,"WHITC"
"59",10269,"4.56000000","1996-07-31 00:00:00","27.80000000",20,"0.05000000","555.9999847412109",72,14,4,5,"WHITC"
"60",10270,"136.54000000","1996-08-01 00:00:00","15.20000000",30,"0.00000000","455.9999942779541",36,17,8,1,"WARTH"
"61",10270,"136.54000000","1996-08-01 00:00:00","36.80000000",25,"0.00000000","919.9999809265137",43,20,1,1,"WARTH"
"62",10271,"4.54000000","1996-08-01 00:00:00","2.00000000",24,"0.00000000","48",33,15,4,6,"SPLIR"
"63",10272,"98.03000000","1996-08-02 00:00:00","64.80000000",6,"0.00000000","388.8000183105469",20,8,3,6,"RATTC"
"64",10272,"98.03000000","1996-08-02 00:00:00","10.00000000",40,"0.00000000","400",31,14,4,6,"RATTC"
"65",10272,"98.03000000","1996-08-02 00:00:00","27.80000000",24,"0.00000000","667.1999816894531",72,14,4,6,"RATTC"
"66",10273,"76.07000000","1996-08-05 00:00:00","24.80000000",24,"0.05000000","595.1999816894531",10,4,8,3,"QUICK"
"67",10273,"76.07000000","1996-08-05 00:00:00","10.00000000",15,"0.05000000","150",31,14,4,3,"QUICK"
"68",10273,"76.07000000","1996-08-05 00:00:00","2.00000000",20,"0.00000000","40",33,15,4,3,"QUICK"
"69",10273,"76.07000000","1996-08-05 00:00:00","14.70000000",60,"0.05000000","881.9999885559082",40,19,8,3,"QUICK"
"70",10273,"76.07000000","1996-08-05 00:00:00","14.40000000",33,"0.05000000","475.199987411499",76,23,1,3,"QUICK"
"71",10274,"6.01000000","1996-08-06 00:00:00","17.20000000",20,"0.00000000","344.00001525878906",71,15,4,6,"VINET"
"72",10274,"6.01000000","1996-08-06 00:00:00","27.80000000",7,"0.00000000","194.59999465942383",72,14,4,6,"VINET"
"73",10275,"26.93000000","1996-08-07 00:00:00","3.60000000",12,"0.05000000","43.19999885559082",24,10,1,1,"MAGAA"
"74",10275,"26.93000000","1996-08-07 00:00:00","44.00000000",6,"0.05000000","264",59,28,4,1,"MAGAA"
"75",10276,"13.84000000","1996-08-08 00:00:00","24.80000000",15,"0.00000000","371.9999885559082",10,4,8,8,"TORTU"
"76",10276,"13.84000000","1996-08-08 00:00:00","4.80000000",10,"0.00000000","48.00000190734863",13,6,8,8,"TORTU"
"77",10277,"125.77000000","1996-08-09 00:00:00","36.40000000",20,"0.00000000","728.0000305175781",28,12,7,2,"MORGK"
"78",10277,"125.77000000","1996-08-09 00:00:00","39.40000000",12,"0.00000000","472.8000183105469",62,29,3,2,"MORGK"
"79",10278,"92.69000000","1996-08-12 00:00:00","15.50000000",16,"0.00000000","248",44,20,2,8,"BERGS"
"80",10278,"92.69000000","1996-08-12 00:00:00","44.00000000",15,"0.00000000","660",59,28,4,8,"BERGS"
"81",10278,"92.69000000","1996-08-12 00:00:00","35.10000000",8,"0.00000000","280.79998779296875",63,7,2,8,"BERGS"
"82",10278,"92.69000000","1996-08-12 00:00:00","12.00000000",25,"0.00000000","300",73,17,8,8,"BERGS"
"83",10279,"25.83000000","1996-08-13 00:00:00","31.20000000",15,"0.25000000","468.0000114440918",17,7,6,8,"LEHMS"
"84",10280,"8.98000000","1996-08-14 00:00:00","3.60000000",12,"0.00000000","43.19999885559082",24,10,1,2,"BERGS"
"85",10280,"8.98000000","1996-08-14 00:00:00","19.20000000",20,"0.00000000","384.00001525878906",55,25,6,2,"BERGS"
"86",10280,"8.98000000","1996-08-14 00:00:00","6.20000000",30,"0.00000000","185.9999942779541",75,12,1,2,"BERGS"
"87",10281,"2.94000000","1996-08-14 00:00:00","7.30000000",1,"0.00000000","7.300000190734863",19,8,3,4,"ROMEY"
"88",10281,"2.94000000","1996-08-14 00:00:00","3.60000000",6,"0.00000000","21.59999942779541",24,10,1,4,"ROMEY"
"89",10281,"2.94000000","1996-08-14 00:00:00","14.40000000",4,"0.00000000","57.599998474121094",35,16,1,4,"ROMEY"
"90",10282,"12.69000000","1996-08-15 00:00:00","20.70000000",6,"0.00000000","124.20000457763672",30,13,8,4,"ROMEY"
"91",10282,"12.69000000","1996-08-15 00:00:00","15.60000000",2,"0.00000000","31.200000762939453",57,26,5,4,"ROMEY"
"92",10283,"84.81000000","1996-08-16 00:00:00","12.40000000",20,"0.00000000","247.99999237060547",15,6,2,3,"LILAS"
"93",10283,"84.81000000","1996-08-16 00:00:00","7.30000000",18,"0.00000000","131.40000343322754",19,8,3,3,"LILAS"
"94",10283,"84.81000000","1996-08-16 00:00:00","27.20000000",35,"0.00000000","952.0000267028809",60,28,4,3,"LILAS"
"95",10283,"84.81000000","1996-08-16 00:00:00","27.80000000",3,"0.00000000","83.39999771118164",72,14,4,3,"LILAS"
"96",10284,"76.56000000","1996-08-19 00:00:00","35.10000000",15,"0.25000000","526.4999771118164",27,11,3,4,"LEHMS"
"97",10284,"76.56000000","1996-08-19 00:00:00","15.50000000",21,"0.00000000","325.5",44,20,2,4,"LEHMS"
"98",10284,"76.56000000","1996-08-19 00:00:00","27.20000000",20,"0.25000000","544.0000152587891",60,28,4,4,"LEHMS"
"99",10284,"76.56000000","1996-08-19 00:00:00","11.20000000",5,"0.25000000","55.999999046325684",67,16,1,4,"LEHMS"
"100",10285,"76.83000000","1996-08-20 00:00:00","14.40000000",45,"0.20000000","647.9999828338623",1,8,1,1,"QUICK"
"101",10285,"76.83000000","1996-08-20 00:00:00","14.70000000",40,"0.20000000","587.9999923706055",40,19,8,1,"QUICK"
"102",10285,"76.83000000","1996-08-20 00:00:00","26.20000000",36,"0.20000000","943.2000274658203",53,24,6,1,"QUICK"
"103",10286,"229.24000000","1996-08-21 00:00:00","14.40000000",100,"0.00000000","1439.9999618530273",35,16,1,8,"QUICK"
"104",10286,"229.24000000","1996-08-21 00:00:00","39.40000000",40,"0.00000000","1576.0000610351562",62,29,3,8,"QUICK"
"105",10287,"12.76000000","1996-08-22 00:00:00","13.90000000",40,"0.15000000","555.9999847412109",16,7,3,8,"RICAR"
"106",10287,"12.76000000","1996-08-22 00:00:00","11.20000000",20,"0.00000000","223.99999618530273",34,16,1,8,"RICAR"
"107",10287,"12.76000000","1996-08-22 00:00:00","9.60000000",15,"0.15000000","144.0000057220459",46,21,8,8,"RICAR"
"108",10288,"7.45000000","1996-08-23 00:00:00","5.90000000",10,"0.10000000","59.000000953674316",54,25,6,4,"REGGC"
"109",10288,"7.45000000","1996-08-23 00:00:00","10.00000000",3,"0.10000000","30",68,8,3,4,"REGGC"
"110",10289,"22.77000000","1996-08-26 00:00:00","8.00000000",30,"0.00000000","240",3,1,2,7,"BSBEV"
"111",10289,"22.77000000","1996-08-26 00:00:00","26.60000000",9,"0.00000000","239.40000343322754",64,12,5,7,"BSBEV"
"112",10290,"79.70000000","1996-08-27 00:00:00","17.00000000",20,"0.00000000","340",5,2,2,8,"COMMI"
"113",10290,"79.70000000","1996-08-27 00:00:00","99.00000000",15,"0.00000000","1485",29,12,6,8,"COMMI"
"114",10290,"79.70000000","1996-08-27 00:00:00","16.00000000",15,"0.00000000","240",49,23,3,8,"COMMI"
"115",10290,"79.70000000","1996-08-27 00:00:00","10.40000000",10,"0.00000000","103.99999618530273",77,12,2,8,"COMMI"
"116",10291,"6.40000000","1996-08-27 00:00:00","4.80000000",20,"0.10000000","96.00000381469727",13,6,8,6,"QUEDE"
"117",10291,"6.40000000","1996-08-27 00:00:00","15.50000000",24,"0.10000000","372",44,20,2,6,"QUEDE"
"118",10291,"6.40000000","1996-08-27 00:00:00","42.40000000",2,"0.10000000","84.80000305175781",51,24,7,6,"QUEDE"
"119",10292,"1.35000000","1996-08-28 00:00:00","64.80000000",20,"0.00000000","1296.0000610351562",20,8,3,1,"TRADH"
"120",10293,"21.18000000","1996-08-29 00:00:00","50.00000000",12,"0.00000000","600",18,7,8,1,"TORTU"
"121",10293,"21.18000000","1996-08-29 00:00:00","3.60000000",10,"0.00000000","35.999999046325684",24,10,1,1,"TORTU"
"122",10293,"21.18000000","1996-08-29 00:00:00","35.10000000",5,"0.00000000","175.49999237060547",63,7,2,1,"TORTU"
"123",10293,"21.18000000","1996-08-29 00:00:00","6.20000000",6,"0.00000000","37.19999885559082",75,12,1,1,"TORTU"
"124",10294,"147.26000000","1996-08-30 00:00:00","14.40000000",18,"0.00000000","259.1999931335449",1,8,1,4,"RATTC"
"125",10294,"147.26000000","1996-08-30 00:00:00","31.20000000",15,"0.00000000","468.0000114440918",17,7,6,4,"RATTC"
"126",10294,"147.26000000","1996-08-30 00:00:00","36.80000000",15,"0.00000000","551.9999885559082",43,20,1,4,"RATTC"
"127",10294,"147.26000000","1996-08-30 00:00:00","27.20000000",21,"0.00000000","571.2000160217285",60,28,4,4,"RATTC"
"128",10294,"147.26000000","1996-08-30 00:00:00","6.20000000",6,"0.00000000","37.19999885559082",75,12,1,4,"RATTC"
"129",10295,"1.15000000","1996-09-02 00:00:00","30.40000000",4,"0.00000000","121.5999984741211",56,26,5,2,"VINET"
"130",10296,"0.12000000","1996-09-03 00:00:00","16.80000000",12,"0.00000000","201.59999084472656",11,5,4,6,"LILAS"
"131",10296,"0.12000000","1996-09-03 00:00:00","13.90000000",30,"0.00000000","416.9999885559082",16,7,3,6,"LILAS"
"132",10296,"0.12000000","1996-09-03 00:00:00","28.80000000",15,"0.00000000","431.9999885559082",69,15,4,6,"LILAS"
"133",10297,"5.74000000","1996-09-04 00:00:00","14.40000000",60,"0.00000000","863.9999771118164",39,18,1,5,"BLONP"
"134",10297,"5.74000000","1996-09-04 00:00:00","27.80000000",20,"0.00000000","555.9999847412109",72,14,4,5,"BLONP"
"135",10298,"168.22000000","1996-09-05 00:00:00","15.20000000",40,"0.00000000","607.9999923706055",2,1,1,6,"HUNGO"
"136",10298,"168.22000000","1996-09-05 00:00:00","15.20000000",40,"0.25000000","607.9999923706055",36,17,8,6,"HUNGO"
"137",10298,"168.22000000","1996-09-05 00:00:00","44.00000000",30,"0.25000000","1320",59,28,4,6,"HUNGO"
"138",10298,"168.22000000","1996-09-05 00:00:00","39.40000000",15,"0.00000000","591.0000228881836",62,29,3,6,"HUNGO"
"139",10299,"29.76000000","1996-09-06 00:00:00","7.30000000",15,"0.00000000","109.50000286102295",19,8,3,4,"RICAR"
"140",10299,"29.76000000","1996-09-06 00:00:00","12.00000000",20,"0.00000000","240",70,7,1,4,"RICAR"
"141",10300,"17.68000000","1996-09-09 00:00:00","13.60000000",30,"0.00000000","408.0000114440918",66,2,2,2,"MAGAA"
"142",10300,"17.68000000","1996-09-09 00:00:00","10.00000000",20,"0.00000000","200",68,8,3,2,"MAGAA"
"143",10301,"45.08000000","1996-09-09 00:00:00","14.70000000",10,"0.00000000","146.99999809265137",40,19,8,8,"WANDK"
"144",10301,"45.08000000","1996-09-09 00:00:00","30.40000000",20,"0.00000000","607.9999923706055",56,26,5,8,"WANDK"
"145",10302,"6.27000000","1996-09-10 00:00:00","31.20000000",40,"0.00000000","1248.0000305175781",17,7,6,4,"SUPRD"
"146",10302,"6.27000000","1996-09-10 00:00:00","36.40000000",28,"0.00000000","1019.2000427246094",28,12,7,4,"SUPRD"
"147",10302,"6.27000000","1996-09-10 00:00:00","36.80000000",12,"0.00000000","441.59999084472656",43,20,1,4,"SUPRD"
"148",10303,"107.83000000","1996-09-11 00:00:00","14.70000000",40,"0.10000000","587.9999923706055",40,19,8,7,"GODOS"
"149",10303,"107.83000000","1996-09-11 00:00:00","16.80000000",30,"0.10000000","503.9999771118164",65,2,2,7,"GODOS"
"150",10303,"107.83000000","1996-09-11 00:00:00","10.00000000",15,"0.10000000","150",68,8,3,7,"GODOS"
"151",10304,"63.79000000","1996-09-12 00:00:00","16.00000000",30,"0.00000000","480",49,23,3,1,"TORTU"
"152",10304,"63.79000000","1996-09-12 00:00:00","44.00000000",10,"0.00000000","440",59,28,4,1,"TORTU"
"153",10304,"63.79000000","1996-09-12 00:00:00","17.20000000",2,"0.00000000","34.400001525878906",71,15,4,1,"TORTU"
"154",10305,"257.62000000","1996-09-13 00:00:00","50.00000000",25,"0.10000000","1250",18,7,8,8,"OLDWO"
"155",10305,"257.62000000","1996-09-13 00:00:00","99.00000000",25,"0.10000000","2475",29,12,6,8,"OLDWO"
"156",10305,"257.62000000","1996-09-13 00:00:00","14.40000000",30,"0.10000000","431.9999885559082",39,18,1,8,"OLDWO"
"157",10306,"7.56000000","1996-09-16 00:00:00","20.70000000",10,"0.00000000","207.00000762939453",30,13,8,1,"ROMEY"
"158",10306,"7.56000000","1996-09-16 00:00:00","26.20000000",10,"0.00000000","262.00000762939453",53,24,6,1,"ROMEY"
"159",10306,"7.56000000","1996-09-16 00:00:00","5.90000000",5,"0.00000000","29.500000476837158",54,25,6,1,"ROMEY"
"160",10307,"0.56000000","1996-09-17 00:00:00","39.40000000",10,"0.00000000","394.00001525878906",62,29,3,2,"LONEP"
"161",10307,"0.56000000","1996-09-17 00:00:00","10.00000000",3,"0.00000000","30",68,8,3,2,"LONEP"
"162",10308,"1.61000000","1996-09-18 00:00:00","28.80000000",1,"0.00000000","28.799999237060547",69,15,4,7,"ANATR"
"163",10308,"1.61000000","1996-09-18 00:00:00","12.00000000",5,"0.00000000","60",70,7,1,7,"ANATR"
"164",10309,"47.30000000","1996-09-19 00:00:00","17.60000000",20,"0.00000000","352.00000762939453",4,2,2,3,"HUNGO"
"165",10309,"47.30000000","1996-09-19 00:00:00","20.00000000",30,"0.00000000","600",6,3,2,3,"HUNGO"
"166",10309,"47.30000000","1996-09-19 00:00:00","11.20000000",2,"0.00000000","22.399999618530273",42,20,5,3,"HUNGO"
"167",10309,"47.30000000","1996-09-19 00:00:00","36.80000000",20,"0.00000000","735.9999847412109",43,20,1,3,"HUNGO"
"168",10309,"47.30000000","1996-09-19 00:00:00","17.20000000",3,"0.00000000","51.60000228881836",71,15,4,3,"HUNGO"
"169",10310,"17.52000000","1996-09-20 00:00:00","13.90000000",10,"0.00000000","138.99999618530273",16,7,3,8,"THEBI"
"170",10310,"17.52000000","1996-09-20 00:00:00","39.40000000",5,"0.00000000","197.00000762939453",62,29,3,8,"THEBI"
"171",10311,"24.69000000","1996-09-20 00:00:00","11.20000000",6,"0.00000000","67.19999885559082",42,20,5,1,"DUMON"
"172",10311,"24.69000000","1996-09-20 00:00:00","28.80000000",7,"0.00000000","201.59999465942383",69,15,4,1,"DUMON"
"173",10312,"40.26000000","1996-09-23 00:00:00","36.40000000",4,"0.00000000","145.60000610351562",28,12,7,2,"WANDK"
"174",10312,"40.26000000","1996-09-23 00:00:00","36.80000000",24,"0.00000000","883.1999816894531",43,20,1,2,"WANDK"
"175",10312,"40.26000000","1996-09-23 00:00:00","26.20000000",20,"0.00000000","524.0000152587891",53,24,6,2,"WANDK"
"176",10312,"40.26000000","1996-09-23 00:00:00","6.20000000",10,"0.00000000","61.99999809265137",75,12,1,2,"WANDK"
"177",10313,"1.96000000","1996-09-24 00:00:00","15.20000000",12,"0.00000000","182.39999771118164",36,17,8,2,"QUICK"
"178",10314,"74.16000000","1996-09-25 00:00:00","25.60000000",40,"0.10000000","1024.000015258789",32,14,4,1,"RATTC"
"179",10314,"74.16000000","1996-09-25 00:00:00","10.60000000",30,"0.10000000","318.0000114440918",58,27,8,1,"RATTC"
"180",10314,"74.16000000","1996-09-25 00:00:00","39.40000000",25,"0.10000000","985.0000381469727",62,29,3,1,"RATTC"
"181",10315,"41.76000000","1996-09-26 00:00:00","11.20000000",14,"0.00000000","156.7999973297119",34,16,1,4,"ISLAT"
"182",10315,"41.76000000","1996-09-26 00:00:00","12.00000000",30,"0.00000000","360",70,7,1,4,"ISLAT"
"183",10316,"150.15000000","1996-09-27 00:00:00","7.70000000",10,"0.00000000","76.99999809265137",41,19,8,1,"RATTC"
"184",10316,"150.15000000","1996-09-27 00:00:00","39.40000000",70,"0.00000000","2758.0001068115234",62,29,3,1,"RATTC"
"185",10317,"12.69000000","1996-09-30 00:00:00","14.40000000",20,"0.00000000","287.99999237060547",1,8,1,6,"LONEP"
"186",10318,"4.73000000","1996-10-01 00:00:00","7.70000000",20,"0.00000000","153.99999618530273",41,19,8,8,"ISLAT"
"187",10318,"4.73000000","1996-10-01 00:00:00","14.40000000",6,"0.00000000","86.39999771118164",76,23,1,8,"ISLAT"
"188",10319,"64.50000000","1996-10-02 00:00:00","31.20000000",8,"0.00000000","249.60000610351562",17,7,6,7,"TORTU"
"189",10319,"64.50000000","1996-10-02 00:00:00","36.40000000",14,"0.00000000","509.6000213623047",28,12,7,7,"TORTU"
"190",10319,"64.50000000","1996-10-02 00:00:00","14.40000000",30,"0.00000000","431.9999885559082",76,23,1,7,"TORTU"
"191",10320,"34.57000000","1996-10-03 00:00:00","17.20000000",30,"0.00000000","516.0000228881836",71,15,4,5,"WARTH"
"192",10321,"3.43000000","1996-10-03 00:00:00","14.40000000",10,"0.00000000","143.99999618530273",35,16,1,3,"ISLAT"
"193",10322,"0.40000000","1996-10-04 00:00:00","5.60000000",20,"0.00000000","111.99999809265137",52,24,5,7,"PERIC"
"194",10323,"4.88000000","1996-10-07 00:00:00","12.40000000",5,"0.00000000","61.99999809265137",15,6,2,4,"KOENE"
"195",10323,"4.88000000","1996-10-07 00:00:00","11.20000000",4,"0.00000000","44.79999923706055",25,11,3,4,"KOENE"
"196",10323,"4.88000000","1996-10-07 00:00:00","14.40000000",4,"0.00000000","57.599998474121094",39,18,1,4,"KOENE"
"197",10324,"214.27000000","1996-10-08 00:00:00","13.90000000",21,"0.15000000","291.89999198913574",16,7,3,9,"SAVEA"
"198",10324,"214.27000000","1996-10-08 00:00:00","14.40000000",70,"0.15000000","1007.9999732971191",35,16,1,9,"SAVEA"
"199",10324,"214.27000000","1996-10-08 00:00:00","9.60000000",30,"0.00000000","288.0000114440918",46,21,8,9,"SAVEA"
"200",10324,"214.27000000","1996-10-08 00:00:00","44.00000000",40,"0.15000000","1760",59,28,4,9,"SAVEA"
"201",10324,"214.27000000","1996-10-08 00:00:00","35.10000000",80,"0.15000000","2807.9998779296875",63,7,2,9,"SAVEA"
"202",10325,"64.86000000","1996-10-09 00:00:00","20.00000000",6,"0.00000000","120",6,3,2,1,"KOENE"
"203",10325,"64.86000000","1996-10-09 00:00:00","4.80000000",12,"0.00000000","57.60000228881836",13,6,8,1,"KOENE"
"204",10325,"64.86000000","1996-10-09 00:00:00","18.60000000",9,"0.00000000","167.40000343322754",14,6,7,1,"KOENE"
"205",10325,"64.86000000","1996-10-09 00:00:00","10.00000000",4,"0.00000000","40",31,14,4,1,"KOENE"
"206",10325,"64.86000000","1996-10-09 00:00:00","27.80000000",40,"0.00000000","1111.9999694824219",72,14,4,1,"KOENE"
"207",10326,"77.92000000","1996-10-10 00:00:00","17.60000000",24,"0.00000000","422.40000915527344",4,2,2,4,"BOLID"
"208",10326,"77.92000000","1996-10-10 00:00:00","15.60000000",16,"0.00000000","249.60000610351562",57,26,5,4,"BOLID"
"209",10326,"77.92000000","1996-10-10 00:00:00","6.20000000",50,"0.00000000","309.99999046325684",75,12,1,4,"BOLID"
"210",10327,"63.36000000","1996-10-11 00:00:00","15.20000000",25,"0.20000000","379.9999952316284",2,1,1,2,"FOLKO"
"211",10327,"63.36000000","1996-10-11 00:00:00","16.80000000",50,"0.20000000","839.9999618530273",11,5,4,2,"FOLKO"
"212",10327,"63.36000000","1996-10-11 00:00:00","20.70000000",35,"0.20000000","724.5000267028809",30,13,8,2,"FOLKO"
"213",10327,"63.36000000","1996-10-11 00:00:00","10.60000000",30,"0.20000000","318.0000114440918",58,27,8,2,"FOLKO"
"214",10328,"87.03000000","1996-10-14 00:00:00","44.00000000",9,"0.00000000","396",59,28,4,4,"FURIB"
"215",10328,"87.03000000","1996-10-14 00:00:00","16.80000000",40,"0.00000000","671.9999694824219",65,2,2,4,"FURIB"
"216",10328,"87.03000000","1996-10-14 00:00:00","10.00000000",10,"0.00000000","100",68,8,3,4,"FURIB"
"217",10329,"191.67000000","1996-10-15 00:00:00","7.30000000",10,"0.05000000","73.00000190734863",19,8,3,4,"SPLIR"
"218",10329,"191.67000000","1996-10-15 00:00:00","20.70000000",8,"0.05000000","165.60000610351562",30,13,8,4,"SPLIR"
"219",10329,"191.67000000","1996-10-15 00:00:00","210.80000000",20,"0.05000000","4216.000061035156",38,18,1,4,"SPLIR"
"220",10329,"191.67000000","1996-10-15 00:00:00","30.40000000",12,"0.05000000","364.7999954223633",56,26,5,4,"SPLIR"
